ticker;name;category;currency
BOKUS.ST;Bokusgruppen AB (publ);stock;SEK
Symbol;Name;stock;SEK
QLIFE.ST;Qlife Holding AB (publ);stock;SEK
SOLNA.ST;Solnaberg Property AB (publ);stock;SEK
MIDW-A.ST;Midway Holding AB (publ);stock;SEK
ITECH.ST;I-Tech AB;stock;SEK
NNH.ST;New Nordic Healthbrands AB (publ);stock;SEK
CBTT-B.ST;Christian Berner Tech Trade AB (publ);stock;SEK
ENDO.ST;Endomines AB (publ);stock;SEK
QLIRO.ST;Qliro AB (publ);stock;SEK
NELLY.ST;Nelly Group AB (publ);stock;SEK
PRCO-B.ST;Precio Fishbone AB (publ);stock;SEK
INISS-B.ST;Inission AB (publ);stock;SEK
DIGN.ST;Dignitana AB (publ.);stock;SEK
SKMO.ST;Skåne-möllan AB (publ);stock;SEK
POOL-B.ST;Poolia AB (publ);stock;SEK
PENG-B.ST;Projektengagemang Sweden AB (publ);stock;SEK
SPEONE.ST;SpectrumOne AB (publ);stock;SEK
AAC.ST;AAC Clyde Space AB (publ);stock;SEK
CAG.ST;CAG Group AB (publ);stock;SEK
BRIG.ST;Brighter AB (publ);stock;SEK
SCOL.ST;Scandion Oncology A/S;stock;SEK
B3.ST;B3 Consulting Group AB (publ);stock;SEK
MVIR-B.ST;Medivir AB (publ);stock;SEK
MEAB-B.ST;Malmbergs Elektriska AB (publ);stock;SEK
OSSD.ST;OssDsign AB (publ);stock;SEK
GHUS-B.ST;Götenehus Group AB (publ);stock;SEK
HOVD.ST;Hövding Sverige AB (publ);stock;SEK
KAN.ST;Kancera AB (publ);stock;SEK
HEIM-PREF.ST;Heimstaden AB (publ);stock;SEK
AVEN.ST;Avensia AB (publ);stock;SEK
BIOWKS.ST;Bio-Works Technologies AB (publ);stock;SEK
ADDV-A.ST;ADDvise Group AB (publ);stock;SEK
ADDV-B.ST;ADDvise Group AB (publ);stock;SEK
FIRE.ST;Firefly AB (publ);stock;SEK
NXTCL.ST;NextCell Pharma AB;stock;SEK
VOLAB.ST;Veg of Lund AB (publ);stock;SEK
OBAB.ST;Online Brands Nordic AB (publ);stock;SEK
LIDDS.ST;LIDDS AB (publ);stock;SEK
AGES-B.ST;AGES Industri AB (publ);stock;SEK
SLITE.ST;Slitevind AB;stock;SEK
RO.ST;Rolling Optics Holding AB (publ);stock;SEK
ATORX.ST;Alligator Bioscience AB (publ);stock;SEK
RAIL.ST;Railcare Group AB (publ);stock;SEK
AXIC-A.ST;aXichem AB;stock;SEK
EOS.ST;EOS Russia;stock;SEK
STRAX.ST;Strax AB (publ);stock;SEK
TAGM-B.ST;TagMaster AB (publ);stock;SEK
TERRNT-B.ST;Terranet AB;stock;SEK
SDS.ST;Seamless Distribution Systems AB (publ);stock;SEK
OXE.ST;OXE Marine AB (publ);stock;SEK
CEDER.ST;Cedergrenska AB (publ);stock;SEK
ASAI.ST;Artificial Solutions International AB (publ);stock;SEK
CLAV.ST;Clavister Holding AB (publ.);stock;SEK
MISE.ST;Misen Energy AB (publ);stock;SEK
MODEL-B.ST;Modelon AB (publ);stock;SEK
AUR.ST;Auriant Mining AB (publ);stock;SEK
ZUTEC.ST;Zutec Holding AB (publ);stock;SEK
UNIBAP.ST;Unibap AB (publ);stock;SEK
LAMM-B.ST;Lammhults Design Group AB (publ);stock;SEK
PREC.ST;Precise Biometrics AB (publ);stock;SEK
BOTX.ST;Botnia Exploration Holding AB (publ);stock;SEK
IRRAS.ST;IRRAS AB (publ);stock;SEK
KLAR.ST;Klaria Pharma Holding AB (publ.);stock;SEK
FRAG.ST;Fragbite Group AB (publ);stock;SEK
SCIB.ST;SciBase Holding AB (publ);stock;SEK
VSSAB-B.ST;Viking Supply Ships AB (publ);stock;SEK
DDM.ST;DDM Holding AG;stock;SEK
SJR-B.ST;SJR in Scandinavia AB (publ);stock;SEK
ECOWVE.ST;Eco Wave Power Global AB (publ);stock;SEK
OP-PREFB.ST;Oscar Properties Holding AB (publ);stock;SEK
VERT-B.ST;Vertiseit AB (publ);stock;SEK
BONAS.ST;Bonäsudden Holding AB (publ);stock;SEK
AKEL-D.ST;Akelius Residential Property AB (publ);stock;SEK
NETM-B.ST;Netmore Group AB (publ);stock;SEK
MAGLE.ST;Magle Chemoswed Holding AB (publ);stock;SEK
ALELIO.ST;Alelion Energy Systems AB (publ);stock;SEK
CYXO.ST;Cyxone AB (publ);stock;SEK
REALFI.ST;Realfiction Holding AB (publ);stock;SEK
INZILE.ST;Inzile AB (publ);stock;SEK
TSEC.ST;Tempest Security AB (publ);stock;SEK
RLS.ST;RLS Global AB (publ);stock;SEK
FREJA.ST;Freja eID Group AB (publ);stock;SEK
HAV-B.ST;Havsfrun Investment AB (publ);stock;SEK
MANTEX.ST;Mantex AB (publ);stock;SEK
SEAF.ST;Seafire AB (publ);stock;SEK
DRIL.ST;Drillcon AB (publ);stock;SEK
CLS-B.ST;Clinical Laserthermia Systems AB (publ);stock;SEK
NXTMS.ST;Nexstim Plc;stock;SEK
ME.ST;Modern Ekonomi Sverige Holding AB (publ);stock;SEK
SALT-B.ST;SaltX Technology Holding AB;stock;SEK
ALZCUR.ST;AlzeCure Pharma AB (publ);stock;SEK
ACROUD.ST;Acroud AB (publ);stock;SEK
LIPI.ST;Lipidor AB (publ);stock;SEK
SENZA.ST;SenzaGen AB;stock;SEK
ELEC.ST;Electra Gruppen AB (publ);stock;SEK
CCOR-B.ST;Concordia Maritime AB (publ);stock;SEK
GUARD.ST;Guard Therapeutics International AB (publ);stock;SEK
TOURN.ST;Tourn International AB (publ);stock;SEK
ACTI.ST;Active Biotech AB (publ);stock;SEK
STW.ST;SeaTwirl AB (publ);stock;SEK
SOZAP.ST;SOZAP AB (publ);stock;SEK
LCLEAN.ST;LifeClean International AB (publ);stock;SEK
RNBS.ST;RNB Retail and Brands AB (publ);stock;SEK
SFTR.ST;Safeture AB (publ);stock;SEK
TRAD.ST;TradeDoubler AB (publ);stock;SEK
JDT.ST;JonDeTech Sensors AB (publ);stock;SEK
USWE.ST;Uswe Sports AB (publ);stock;SEK
MOMENT.ST;Moment Group AB;stock;SEK
ACOU.ST;AcouSort AB (publ);stock;SEK
LOHILO.ST;Lohilo Foods Ab (Publ);stock;SEK
2CUREX.ST;2cureX AB (publ);stock;SEK
FIRST-B.ST;First Venture Sweden AB (publ);stock;SEK
HRNTS.ST;Herantis Pharma Oyj;stock;SEK
SFL.ST;Safello Group AB (publ);stock;SEK
MOB.ST;Moberg Pharma AB (publ);stock;SEK
SPAGO.ST;Spago Nanomedical AB (publ);stock;SEK
FUUD.ST;FUUD AB (publ);stock;SEK
CLBIO.ST;Corline Biomedical AB;stock;SEK
NANEXA.ST;Nanexa AB (publ);stock;SEK
LITI.ST;Litium AB (publ);stock;SEK
YIELD.ST;SaveLend Group AB (publ);stock;SEK
WISE.ST;Wise Group AB (publ);stock;SEK
PLUN.ST;ProstaLund AB (publ);stock;SEK
AMNI.ST;Amniotics AB (publ);stock;SEK
QIIWI.ST;Qiiwi Games AB (publ);stock;SEK
MYFC.ST;myFC Holding AB (publ);stock;SEK
GIAB.ST;Godsinlösen Nordic AB (publ);stock;SEK
ABLI.ST;Abliva AB (publ);stock;SEK
LINKAB.ST;Link Prop Investment AB (publ);stock;SEK
LEMSE.ST;Leading Edge Materials Corp.;stock;SEK
SPEQT.ST;Speqta AB (publ);stock;SEK
BIOSGN.ST;Biosergen AB;stock;SEK
SAXG.ST;Saxlund Group AB (publ);stock;SEK
NIO.ST;Nordic Iron Ore AB (publ);stock;SEK
TESSIN.ST;Tessin Nordic Holding AB;stock;SEK
DEVP-B.ST;DevPort AB (publ);stock;SEK
FLUI.ST;Fluicell AB (publ);stock;SEK
ADDERA.ST;AdderaCare AB;stock;SEK
ARCOMA.ST;Arcoma AB;stock;SEK
QUART.ST;Quartiers Properties AB (publ);stock;SEK
ORTI-B.ST;Ortivus AB (publ);stock;SEK
ATIC.ST;Actic Group AB (publ);stock;SEK
WAYS.ST;Waystream Holding AB (publ);stock;SEK
CMOTEC-B.ST;Scandinavian ChemoTech AB (publ);stock;SEK
K2A-PREF.ST;K2A Knaust & Andersson Fastigheter AB (publ);stock;SEK
INCOAX.ST;InCoax Networks AB (publ);stock;SEK
INSP.ST;Insplorion AB (publ);stock;SEK
CLEM.ST;Clemondo Group AB (publ);stock;SEK
ORTI-A.ST;Ortivus AB (publ);stock;SEK
XINT.ST;Xintela AB (publ);stock;SEK
HELIO.ST;Heliospectra AB (publ);stock;SEK
PROGEN.ST;Prostatype Genomics AB (publ);stock;SEK
ANOT.ST;Anoto Group AB (publ);stock;SEK
MAV.ST;Mavshack AB (publ);stock;SEK
NITRO.ST;Nitro Games Oyj;stock;SEK
ETX.ST;Etrion Corporation;stock;SEK
SECI.ST;SECITS Holding AB (publ);stock;SEK
NGS.ST;NGS Group AB (publ);stock;SEK
ACARIX.ST;Acarix AB (publ);stock;SEK
LEX.ST;The Lexington Company AB (publ);stock;SEK
TRG.ST;Transcendent Group AB (publ);stock;SEK
JLT.ST;JLT Mobile Computers AB (publ);stock;SEK
CIRCHE.ST;CirChem AB (publ);stock;SEK
HOYLU.ST;Hoylu AB (publ);stock;SEK
ERMA.ST;Enorama Pharma AB (publ);stock;SEK
ZICC.ST;Ziccum AB (publ);stock;SEK
RIZZO-B.ST;Rizzo Group AB (publ);stock;SEK
EFFH.ST;Effnetplattformen Holding AB (publ);stock;SEK
CAPAC.ST;Capacent Holding AB (publ);stock;SEK
QUART-PREF.ST;Quartiers Properties AB (publ);stock;SEK
HIFA-B.ST;Hifab Group AB (publ.);stock;SEK
BIOS.ST;Bioservo Technologies AB (publ);stock;SEK
XMR.ST;XMReality AB (publ);stock;SEK
CONF.ST;Confidence International AB (publ.);stock;SEK
MACK-B.ST;Mackmyra Svensk Whisky AB (publ);stock;SEK
PILA.ST;PILA PHARMA AB (publ);stock;SEK
SBOK.ST;ScandBook Holding AB (publ);stock;SEK
CDMIL.ST;CodeMill AB (publ);stock;SEK
COMBI.ST;CombiGene AB (publ);stock;SEK
RPLAN.ST;Ranplan Group AB;stock;SEK
FRISQ.ST;FRISQ Holding AB (publ);stock;SEK
ONCOZ.ST;OncoZenge AB (publ);stock;SEK
DIVIO-B.ST;Divio Technologies AB (publ);stock;SEK
GCOR.ST;Gaming Corps AB (publ);stock;SEK
TCT.ST;TC TECH Sweden AB (publ);stock;SEK
ANNX.ST;Annexin Pharmaceuticals AB (publ);stock;SEK
SDOS.ST;ScandiDos AB (publ);stock;SEK
BONG.ST;Bong AB (publ);stock;SEK
AROC.ST;AroCell AB (publ);stock;SEK
SPRINT.ST;Sprint Bioscience AB (publ);stock;SEK
PHLOG-B.ST;Pharmacolog i Uppsala AB (publ);stock;SEK
GBK.ST;Goodbye Kansas Group AB (publ);stock;SEK
IVISYS.ST;Ivisys AB (publ);stock;SEK
MULQ.ST;MultiQ International AB (publ);stock;SEK
BONES.ST;BBS-Bioactive Bone Substitutes Oyj;stock;SEK
LOYAL.ST;Loyal Solutions A/S;stock;SEK
SERT.ST;Serstech AB;stock;SEK
CHRO.ST;ChromoGenics AB;stock;SEK
ELIC.ST;Elicera Therapeutics AB (publ);stock;SEK
DIABIO.ST;Diagonal Bio AB (publ);stock;SEK
EMPIR-B.ST;Empir Group AB;stock;SEK
KONT.ST;Kontigo Care AB (publ);stock;SEK
AERO.ST;Svenska Aerogel Holding AB (publ);stock;SEK
LOUDS.ST;Loudspring Oyj;stock;SEK
LIPUM.ST;Lipum AB (publ);stock;SEK
PROMO.ST;Promore Pharma AB (publ);stock;SEK
ALZ.ST;Alzinova AB;stock;SEK
NGENIC.ST;Ngenic AB (publ);stock;SEK
STABL.ST;Stayble Therapeutics AB (publ);stock;SEK
INT.ST;Intellego Technologies AB;stock;SEK
IS.ST;Image Systems AB;stock;SEK
NORDIG.ST;Nord Insuretech Group AB;stock;SEK
NBZ.ST;Northbaze Group AB (publ);stock;SEK
KENH.ST;Kentima Holding AB (publ);stock;SEK
WYLD.ST;Wyld Networks AB (publ);stock;SEK
DLAB.ST;Dlaboratory Sweden AB (publ);stock;SEK
SPIFF.ST;Spiffbet AB;stock;SEK
S2M.ST;S2Medical AB (publ);stock;SEK
FRAM-B.ST;Fram Skandinavien AB;stock;SEK
TALK.ST;TalkPool AG;stock;SEK
BRILL.ST;Brilliant Future AB (publ);stock;SEK
REDW.ST;Redwood Pharma AB;stock;SEK
APTR.ST;AppSpotr AB (publ);stock;SEK
BINERO.ST;Binero Group AB (publ);stock;SEK
AYIMA-B.ST;Ayima Group AB (publ);stock;SEK
INVAJO.ST;Invajo Technologies AB (publ);stock;SEK
DIAH.ST;Diadrom Holding AB (publ);stock;SEK
WPAY.ST;Westpay AB;stock;SEK
SECS.ST;Sensec Holding AB (publ);stock;SEK
TELLUS.ST;Tellusgruppen AB (publ);stock;SEK
PHARM.ST;Pharmiva AB (publ);stock;SEK
FAGA.ST;Fantasma Games AB (publ);stock;SEK
IZAFE-B.ST;iZafe Group AB (publ);stock;SEK
GPX.ST;Gasporox AB (publ);stock;SEK
NICO.ST;Nicoccino Holding AB (publ);stock;SEK
POLY.ST;Polyplank AB (publ);stock;SEK
DEAR.ST;Duearity AB (publ);stock;SEK
ZAPLOX.ST;Zaplox AB;stock;SEK
CUR.ST;Curando Nordic AB (publ);stock;SEK
TOL.ST;Toleranzia AB;stock;SEK
ADVBOX.ST;Adventure Box Technology AB (publ);stock;SEK
UTG.ST;Unlimited Travel Group UTG AB (publ);stock;SEK
GABA.ST;Gabather AB (publ);stock;SEK
KEBNI-B.ST;KebNi AB (publ);stock;SEK
AVENT-B.ST;Aventura Group AB (publ);stock;SEK
LPGO.ST;Lipigon Pharmaceuticals AB (publ);stock;SEK
SAVOS.ST;Savosolar Oyj;stock;SEK
MODTX.ST;Modus Therapeutics Holding AB (publ);stock;SEK
PCAT.ST;Photocat A/S;stock;SEK
AVT-B.ST;AVTECH Sweden AB (publ);stock;SEK
HEGR.ST;Hedera Group AB (publ);stock;SEK
AXOLOT.ST;Axolot Solutions Holding AB (publ);stock;SEK
BOMILL.ST;BoMill AB (publ);stock;SEK
GGEO.ST;Guideline Geo AB (publ);stock;SEK
LADYLU.ST;LL Lucky Games AB (publ);stock;SEK
EMPLI.ST;Emplicure AB (publ);stock;SEK
YAYTRD.ST;Ytrade Group AB (publ);stock;SEK
ENRO.ST;Eniro Group AB (publ);stock;SEK
ARCT.ST;Arctic Minerals AB (publ);stock;SEK
EURA.ST;Euroafrica Digital Ventures AB (publ);stock;SEK
KOLL.ST;Kollect on Demand Holding AB (publ);stock;SEK
SIMRIS-B.ST;Simris Alg AB (publ);stock;SEK
HEMC.ST;Hemcheck Sweden AB (publ);stock;SEK
ELLWEE.ST;Ellwee AB (publ);stock;SEK
KAKEL.ST;Kakel Max AB (publ);stock;SEK
TH1NG.ST;TH1NG AB (publ);stock;SEK
LXB.ST;Luxbright AB (publ);stock;SEK
CLINE-B.ST;Cline Scientific AB (publ);stock;SEK
IDOGEN.ST;Idogen AB (publ);stock;SEK
TANGI.ST;Tangiamo Touch Technology AB (publ);stock;SEK
ASAP.ST;Asarina Pharma AB (publ);stock;SEK
QUIA.ST;QuiaPEG Pharmaceuticals Holding AB (publ);stock;SEK
LIVI.ST;Liv ihop AB (publ);stock;SEK
NEWTON.ST;Newton Nordic AB;stock;SEK
TRIBO-B.ST;Triboron International AB (publ);stock;SEK
HDW-B.ST;Hitech & Development Wireless Sweden Holding AB (publ);stock;SEK
CLEMO.ST;Clean Motion AB (publ);stock;SEK
ENERS.ST;Enersize Oyj;stock;SEK
PCOM-B.ST;Precomp Solutions AB (publ);stock;SEK
NJOB.ST;NetJobs Group AB (publ);stock;SEK
NFGAB.ST;Nordic Flanges Group AB (publ);stock;SEK
CISH.ST;Clean Industry Solutions Holding Europe AB;stock;SEK
AINO.ST;Aino Health AB (publ);stock;SEK
GPXMED.ST;GPX Medical AB (publ);stock;SEK
LAUR.ST;Lauritz.com Group A/S;stock;SEK
PAPI.ST;Papilly AB (publ);stock;SEK
EKOBOT.ST;Ekobot AB (publ);stock;SEK
SONE.ST;Sonetel AB (publ);stock;SEK
NILS.ST;Nilsson Special Vehicles AB (publ);stock;SEK
ELN.ST;Ellen AB (publ);stock;SEK
DOME.ST;Dome Energy AB (publ);stock;SEK
TWIIK.ST;Twiik AB (publ);stock;SEK
CYB1.ST;Cyber Security 1 AB (publ);stock;SEK
PLEX.ST;Plexian AB (publ);stock;SEK
LOG.ST;Logistea AB (publ);stock;SEK
